source	almaMmsId	hbzId	zdbId
mapping	990060401920206441	HT001148547	
mapping	990075091970206441	HT011095904	
mapping	99371135950706441	HT021201971	
mapping	990055132000206441	HT006947976	504989-1
mapping	990121906320206441	HT013870969	
mapping	990058686040206441	HT000923721	
mapping	990052723040206441	HT001250146	
mapping	990005762300206441	HT000656809	
mapping	990056681040206441	HT010830880	127412-0
mapping	99371969634906441	HT021769610	
mapping	990119301600206441	HT013607397	
mapping	990059379880206441	HT001013110	
mapping	990099799840206441	HT006392417	
mapping	990062683190206441	HT003029917	
mapping	990029262610206441	HT007601129	
mapping	990088483190206441	HT009801677	
mapping	990052672880206441	HT001244225	
mapping	990058952070206441	HT000958797	
mapping	990186865510206441	HT016798447	
mapping	990054765470206441	HT006902107	162718-1
mapping	990154887680206441	HT014900753	
mapping	990067980310206441	HT006678002	
mapping	990012650320206441	HT003383327	
mapping	990209472920206441	HT018777293	
mapping	990066176820206441	HT005440896	
mapping	990365368980206441	HT020344269	
mapping	990219738220206441	HT019469213	
mapping	990058464750206441	HT000896888	
mapping	990129036080206441	HT014033979	
mapping	990057395580206441	HT001015040	
mapping	990018124360206441	HT004561043	
mapping	990017986740206441	HT004533031	
mapping	990171200280206441	HT015677203	
mapping	990048119260206441	HT001383756	
mapping	990098598390206441	HT005958051	
mapping	990171652660206441	HT015722270	
mapping	990063153600206441	HT003303666	
mapping	990171279610206441	HT015684790	
mapping	990061783070206441	HT002471607	
mapping	990079142050206441	HT002941727	
mapping	990059638340206441	HT001048447	
mapping	990059144030206441	HT000983643	
mapping	990120365990206441	HT013715118	
mapping	990048117340206441	HT001383410	
mapping	990077802760206441	HT001920048	
mapping	990063820030206441	HT003688135	
mapping	990094715530206441	HT002114089	
mapping	990077669320206441	HT001863825	
mapping	990061989780206441	HT002498328	
mapping	990021864280206441	HT005259652	
mapping	990214564940206441	HT019194256	
mapping	990214583550206441	HT019196050	
mapping	990005432680206441	HT000619188	
mapping	990173768580206441	HT015860705	
mapping	990202768110206441	HT018157628	
mapping	990118370880206441	HT013513168	
mapping	99374959193506441	HT030876142	
mapping	990059007780206441	HT000966027	
mapping	990005277060206441	HT000601764	
mapping	990012644590206441	HT003381961	
mapping	990119021530206441	HT013579052	
mapping	990134185710206441	HT014289202	
mapping	990052981480206441	HT002861371	
mapping	990053083170206441	HT003487408	
mapping	990078554770206441	HT002291735	
mapping	990056858650206441	HT002273345	
mapping	990052596410206441	HT001234833	
mapping	990148017580206441	TT001717440	
mapping	990062828060206441	HT003112419	
mapping	990111152030206441	BT000068640	
mapping	990077715560206441	HT001882475	
mapping	990057488770206441	HT002421046	
mapping	990000291120206441	HT000033715	
mapping	990013219140206441	HT003512445	
mapping	990194753760206441	HT017560439	
mapping	990111833360206441	BT000136955	
mapping	990058525100206441	HT000904091	
mapping	990052817170206441	HT001260912	
mapping	990096914040206441	HT005671335	
mapping	990052963240206441	HT002434709	
mapping	990111882180206441	BT000141904	
mapping	990214703300206441	HT019207809	
mapping	990368157260206441	HT020622350	
mapping	990226043450206441	HT019796647	
mapping	990223821450206441	HT019661597	
mapping	990115944140206441	HT013269363	
mapping	990165365670206441	HT015492472	
mapping	990205342720206441	HT018399814	
mapping	990075507090206441	HT002817162	
mapping	990067903850206441	HT006634909	
mapping	99373313231606441	HT030592509	
mapping	990060172130206441	HT001119337	
mapping	990015480680206441	HT004002984	
mapping	990031292440206441	HT007985599	
mapping	990028177240206441	HT007367765	
mapping	99371447091506441	HT021425934	
mapping	990155098360206441	HT014917537	
mapping	990053384700206441	HT006143756	
mapping	990154543520206441	HT014865886	
mapping	990119960680206441	HT013674124	
mapping	990077799620206441	HT001918760	
mapping	990089027760206441	HT010084639	
mapping	990079085880206441	HT002906265	
mapping	990077103110206441	HT001666733	
mapping	990079085820206441	HT002906253	
mapping	990115204640206441	HT013194751	
mapping	990365260820206441	HT020333440	
mapping	990125287740206441	HT013981520	
mapping	990188867450206441	HT016986569	
mapping	990044013370206441	HT010463585	
mapping	990111870780206441	BT000140749	
mapping	990175976240206441	HT016018260	
mapping	990019585640206441	HT004765419	
mapping	99370944065406441	HT021053488	
mapping	990118933330206441	HT013570118	
mapping	990061239090206441	HT002270493	
mapping	990218070860206441	HT019305449	
mapping	990006551920206441	HT000745689	
mapping	990055833950206441	HT007030654	990774-9
mapping	990172145840206441	HT015772241	
mapping	990171203190206441	HT015677502	
mapping	990211186230206441	HT018947775	
mapping	990110512060206441	BT000003618	
mapping	990163873120206441	HT015364369	
mapping	990189518800206441	HT017049768	
mapping	990034093790206441	HT008549989	
mapping	990188352670206441	HT016943327	
mapping	990062998560206441	HT003211209	
mapping	990063254230206441	HT003365839	
mapping	990139606740206441	HT014516988	
mapping	990110731530206441	BT000026410	
mapping	990175662720206441	HT015987382	
mapping	990059068520206441	HT000973933	
mapping	990078087070206441	HT002034470	
mapping	990053991430206441	HT001234617	2350-4
mapping	990192810090206441	HT017370528	
mapping	990205497500206441	HT018414351	
mapping	990365219430206441	HT020329331	
mapping	990367329540206441	HT020539887	
mapping	99370737438906441	HT020910627	
mapping	990178416030206441	HT016224977	
mapping	990177173010206441	HT016111631	
mapping	99371457820106441	HT021434106	
mapping	990052677080206441	HT001244745	
mapping	990008682410206441	HT002587621	
mapping	990052894470206441	HT002116696	
mapping	990112064020206441	BT000160357	
mapping	990057935760206441	HT006548593	
mapping	990004184310206441	HT000477427	
mapping	990083233800206441	HT006131753	
mapping	990112003380206441	BT000154186	
mapping	990155555730206441	HT014963714	
mapping	990121474330206441	HT013827283	
mapping	990052633010206441	HT001239112	
mapping	990058614900206441	HT000914857	
mapping	990113104400206441	HT012983376	2007110-3
mapping	990026756940206441	HT006884158	
mapping	990044216270206441	HT010514829	
mapping	990004022580206441	HT000458891	
mapping	990058746040206441	HT000930411	
mapping	990214702020206441	HT019207681	
mapping	990180533720206441	HT016359857	
mapping	990214702540206441	HT019207734	
mapping	990038990890206441	HT009508841	
mapping	990172944990206441	HT015780020	
mapping	990178770930206441	HT016259658	
mapping	990211228080206441	HT018951896	
mapping	990052586560206441	HT001233626	
mapping	990077295820206441	HT001735046	
mapping	990198573820206441	HT017792398	
mapping	990198574210206441	HT017792437	
mapping	990197227200206441	HT017684322	
mapping	990189330320206441	HT017031140	
mapping	990012975920206441	HT003455975	
mapping	990083233750206441	HT006131739	
mapping	990193010420206441	HT017390250	
mapping	990054111230206441	HT002107325	1382-1
mapping	990101500550206441	HT011218596	
mapping	990063385050206441	HT003445955	
mapping	990220394230206441	HT019533263	
mapping	990034053320206441	HT008544334	
mapping	990193304110206441	HT017418984	
mapping	990363325300206441	HT020140716	
mapping	99370933067506441	HT021024057	
mapping	990197878190206441	HT017726498	
mapping	990365123340206441	HT020319750	
mapping	990110815030206441	BT000034885	
mapping	990363402650206441	HT020148334	
mapping	990110815040206441	BT000034886	
mapping	990054168740206441	HT002202353	240918-5
mapping	990062724110206441	HT003052717	
mapping	990119766090206441	HT013654436	
mapping	990054276670206441	HT003008146	217210-0
mapping	990118530640206441	HT013529342	
mapping	990075221220206441	HT011169273	
mapping	990207146810206441	HT018571138	
mapping	99370964754006441	HT021073379	
mapping	990176011700206441	HT016021861	
mapping	990069717280206441	HT007966545	
mapping	990064603280206441	HT004166767	
mapping	990052604620206441	HT001235850	
mapping	990225999620206441	HT019792252	
mapping	990228705950206441	HT020061995	
mapping	990110645580206441	BT000017426	
mapping	990111152120206441	BT000068649	
mapping	990111964050206441	BT000150219	
mapping	990133621790206441	HT014232097	
mapping	990133903940206441	HT014260655	
mapping	990052710950206441	HT001248745	
mapping	990006186380206441	HT000704472	
mapping	99370968837306441	HT021075783	
mapping	990226005700206441	HT019792873	
mapping	99373937432506441	HT030729352	
mapping	990053223400206441	HT004321623	
mapping	990180215370206441	HT016328157	
mapping	990363259150206441	HT020134137	
mapping	990159988790206441	HT015291875	
mapping	990111776730206441	BT000131220	
mapping	990062159890206441	HT002521150	
mapping	990062544430206441	HT002948414	
mapping	990084600870206441	HT007500606	
mapping	990026532200206441	HT006839050	
mapping	990110732040206441	BT000026461	
mapping	990368650100206441	HT020671718	
mapping	990178937210206441	HT016276301	
mapping	990041186810206441	HT009914787	
mapping	990004067580206441	HT000464158	
mapping	990205510690206441	HT018415600	
mapping	990365123410206441	HT020319756	
mapping	990189671450206441	HT017064093	
mapping	990226654720206441	HT019857722	
mapping	990110512300206441	BT000003644	
mapping	990136362990206441	HT014420679	
mapping	990172928880206441	HT015778375	
mapping	990078067160206441	HT002026120	
mapping	990113872450206441	HT013060503	
mapping	990090837030206441	HT011068487	
mapping	990111172910206441	BT000070730	
mapping	990111964210206441	BT000150235	
mapping	990133575820206441	HT014227441	
mapping	990100069430206441	HT006850572	
mapping	990111069880206441	BT000060416	
mapping	99371282634906441	HT021316377	
mapping	990058119110206441	HT009236857	
mapping	990111658150206441	BT000119309	
mapping	990052886410206441	HT002106643	
mapping	990052960110206441	HT002277221	
mapping	990072584010206441	HT009655755	
mapping	99371090177906441	HT021172444	
mapping	990209772160206441	HT018807161	
mapping	990227101890206441	HT019902475	
mapping	990053339320206441	HT005068293	
mapping	990114895800206441	HT013163611	
mapping	990003450750206441	HT000393253	
mapping	990109113520206441	HT012759212	
mapping	990172146990206441	HT015772359	
mapping	990077669450206441	HT001863838	
mapping	990077669420206441	HT001863835	
mapping	990058154270206441	HT010725804	
mapping	990015072210206441	HT003916778	
mapping	990166966440206441	HT015567085	
mapping	990151484780206441	HT014769559	
mapping	990060364960206441	HT001143744	
mapping	990177379490206441	HT016132233	
mapping	990182051530206441	HT016506012	
mapping	990184047650206441	HT016701715	
mapping	990153899940206441	HT014801880	
mapping	990066595140206441	HT005498333	
mapping	990120332660206441	HT013711759	
mapping	990111274740206441	BT000080923	
mapping	990061480860206441	HT002431354	
mapping	990115421570206441	HT013216609	
mapping	990132329080206441	HT014101347	
mapping	990154716420206441	HT014883376	
mapping	990076231810206441	HT001468285	
mapping	990111284800206441	BT000081931	
mapping	990111833390206441	BT000136958	
mapping	990118028510206441	HT013478927	
mapping	990364652490206441	HT020272876	
mapping	990078305220206441	HT002119292	
mapping	990177368040206441	HT016131070	
mapping	99370733407106441	HT020907068	
mapping	990004209760206441	HT000480337	
mapping	990018467660206441	HT004628747	
mapping	990181596820206441	HT016463877	
mapping	990052713050206441	HT001248991	
mapping	990173270220206441	HT015811360	
mapping	99373333773006441	HT030599015	
mapping	990053155890206441	HT003863657	
mapping	990053601630206441	HT007840197	
mapping	990063543080206441	HT003535236	
mapping	990047259720206441	HT011109188	
mapping	990124546280206441	HT013906564	
mapping	990133599660206441	HT014229861	
mapping	990120902030206441	HT013769393	
mapping	990052922140206441	HT002158094	
mapping	990069752570206441	HT007983882	
mapping	990052836420206441	HT001263034	
mapping	990188866190206441	HT016986441	
mapping	990047403930206441	HT011140948	
mapping	990008896060206441	HT002611707	
mapping	990052915280206441	HT002156881	
mapping	990094847250206441	HT002294686	
mapping	990117487030206441	HT013425409	
mapping	990112050170206441	BT000158961	
mapping	990013994550206441	HT003684792	
mapping	990077621910206441	HT001847113	
mapping	990124547100206441	HT013906649	
mapping	990000063350206441	HT000007372	
mapping	990047614080206441	HT000092927	
mapping	990178591750206441	HT016245387	
mapping	990037806700206441	HT009271204	
mapping	990111591270206441	BT000112615	
mapping	990136184110206441	HT014402586	
mapping	990214599790206441	HT019197629	
mapping	990367206170206441	HT020527636	
mapping	990198966060206441	HT017831021	
mapping	990209513670206441	HT018781364	
mapping	99371974180006441	HT021777371	
mapping	990067767750206441	HT006532283	
mapping	990110707130206441	BT000023901	
mapping	990111713390206441	BT000124845	
mapping	990126712890206441	TT000281366	
mapping	990155318370206441	HT014939779	
mapping	99371011126506441	HT021114136	
mapping	990080662140206441	HT004138672	
mapping	990077377360206441	HT001763433	
mapping	990111632820206441	BT000116770	
mapping	990058252820206441	HT000310494	
mapping	990077377500206441	HT001763468	
mapping	990061616780206441	HT002450582	
mapping	990176012770206441	HT016021971	
mapping	990042879560206441	HT010241333	
mapping	990210112610206441	HT018841395	
mapping	990028295360206441	HT007392936	
mapping	990095550230206441	HT003249538	
mapping	990209296330206441	HT018759647	
mapping	99375063194506441	HT030894341	
mapping	990151159920206441	HT014736757	
mapping	990017228690206441	HT004373253	
mapping	990117931220206441	HT013469032	
mapping	990062308940206441	HT002813822	
mapping	990111581450206441	BT000111629	
mapping	990184358370206441	HT016730187	
mapping	990055002460206441	HT006932795	400354-8
mapping	99372669163606441	HT030065608	
mapping	990069367240206441	HT007750513	
mapping	990080636610206441	HT004131207	
mapping	990209671400206441	HT018797078	
mapping	990062652200206441	HT003010084	
mapping	990054149430206441	HT002192912	216639-2
mapping	990226414070206441	HT019833617	2944915-7
mapping	990059925150206441	HT001088171	
mapping	990110122860206441	HT012861350	
mapping	990142845230206441	HT014552551	
mapping	990082184860206441	HT005712429	
mapping	990206388850206441	HT018499086	
mapping	990075173040206441	HT011141286	
mapping	990120646040206441	HT013743494	
mapping	990077377380206441	HT001763435	
mapping	990077886700206441	HT001954861	
mapping	990214521680206441	HT019190034	
mapping	990180197360206441	HT016326331	
mapping	990133384710206441	HT014208145	
mapping	99371494139206441	HT021448315	
mapping	990061362080206441	HT002411275	
mapping	990078951110206441	HT002804995	
mapping	990176887010206441	HT016083215	
mapping	990079317440206441	HT003051588	
mapping	990058556520206441	HT000907784	
mapping	990139816610206441	HT014538216	
mapping	990111694940206441	BT000122997	
mapping	990025085340206441	HT006561497	
mapping	990095334180206441	HT002989009	
mapping	990005956330206441	HT000678659	
mapping	990056178820206441	HT007071240	1226002-2
mapping	990055143120206441	HT006949228	510300-9
mapping	990054441210206441	HT004563332	542492-6
mapping	990057379520206441	HT000949447	
mapping	990078660830206441	HT002316252	
mapping	990068112990206441	HT006753848	
mapping	990173203800206441	HT015804656	
mapping	990139612340206441	HT014517552	
mapping	990156437260206441	HT015049932	
mapping	990077377480206441	HT001763451	
mapping	990209556700206441	HT018785663	
mapping	990147942770206441	HT014726323	
mapping	990226143820206441	HT019806738	
mapping	990202602430206441	HT018141987	
mapping	990109902130206441	HT012839021	
mapping	990364647540206441	HT020272375	
mapping	990366438020206441	HT020450835	
mapping	990111564640206441	BT000109941	
mapping	990058488870206441	HT000899797	
mapping	990053981850206441	HT000532499	218376-6
mapping	990208428550206441	HT018683588	
mapping	99372715159806441	HT030071759	
mapping	990167069910206441	HT015577550	
mapping	990160057080206441	HT015298792	
mapping	990114276240206441	HT013101208	
mapping	990207744940206441	HT018616575	
mapping	990068244620206441	HT006832948	
mapping	990053204740206441	HT004220262	
mapping	990365532680206441	HT020360619	
mapping	990054044950206441	HT001359730	2657-8
mapping	990054850830206441	HT006913693	217859-X
mapping	990220575450206441	HT019551388	
mapping	990218710340206441	HT019367754	
mapping	990111379130206441	BT000091372	
mapping	990063002460206441	HT003213485	
mapping	990075507100206441	HT002817173	
mapping	990214521930206441	HT019190060	
mapping	990219821420206441	HT019476781	
mapping	990062623070206441	HT002991535	
mapping	990064582030206441	HT004152884	
mapping	990225443710206441	HT019736777	
mapping	990178541550206441	HT016236630	
mapping	99371032982606441	HT021129428	
mapping	990211190560206441	HT018948208	
mapping	990118029580206441	HT013479036	
mapping	990076845200206441	HT001588006	
mapping	990118765000206441	HT013553098	
mapping	990124831860206441	HT013935433	
mapping	990154619200206441	HT014873529	
mapping	990183264180206441	HT016624679	
mapping	990189706310206441	HT017067500	
mapping	990054255080206441	HT002869766	206172-7
mapping	990077618240206441	HT001845418	
mapping	990048073120206441	HT001375291	
mapping	990159430660206441	HT015235546	
mapping	990060010300206441	HT001098654	
mapping	990078960520206441	HT002813810	
mapping	990076474690206441	HT001516623	
mapping	990365492230206441	HT020356580	
mapping	990034054910206441	HT008544550	
mapping	990052596650206441	HT001234858	
mapping	990052764020206441	HT001254967	
mapping	990192266360206441	HT017316755	
mapping	990061671960206441	HT002457963	
mapping	990058613760206441	HT000914718	
mapping	990116654780206441	HT013341219	
mapping	990000505860206441	HT000058119	
mapping	990108909470206441	HT012738417	
mapping	990025972500206441	HT006724994	
mapping	990048695440206441	HT003216887	
mapping	990076474730206441	HT001516627	
mapping	990171200570206441	HT015677232	
mapping	990124916190206441	HT013943981	
mapping	990222887970206441	HT019568687	
mapping	990205791450206441	HT018442663	
mapping	990174262280206441	HT015910175	
mapping	990194083140206441	HT017495040	
mapping	990181020030206441	HT016408327	
mapping	990011281780206441	HT003059986	
mapping	990164256530206441	HT015403157	
mapping	990210495850206441	HT018878530	
mapping	990154453980206441	HT014856848	
mapping	990154540670206441	HT014865598	
mapping	990069807160206441	HT008022405	
mapping	990217475840206441	HT019246609	
mapping	990048846780206441	HT003615449	
mapping	990024495910206441	HT006437529	
mapping	990133621910206441	HT014232108	
mapping	990061465660206441	HT002429395	
mapping	990189148910206441	HT017014233	
mapping	990052943130206441	HT002160885	
mapping	990052573430206441	HT001232089	
mapping	990049079890206441	HT004168148	
mapping	990052735010206441	HT001251548	
mapping	990077083590206441	HT001660477	
mapping	990121017730206441	HT013781094	
mapping	990212558580206441	HT019026685	
mapping	990070067880206441	HT008178986	
mapping	990052754070206441	HT001253757	
mapping	990176885890206441	HT016083101	
mapping	990048140990206441	HT001387602	
mapping	990110967320206441	BT000050156	
mapping	990010465650206441	HT002831817	
mapping	990172950590206441	HT015780591	
mapping	990189710700206441	HT017067947	
mapping	990226944010206441	HT019886682	
mapping	990171392950206441	HT015696290	
mapping	990155338930206441	HT014941860	
mapping	990047682920206441	HT001245399	
mapping	990067437040206441	HT006349238	
mapping	990047432790206441	HT011147173	
mapping	990052582400206441	HT001233150	
mapping	990077669330206441	HT001863826	
mapping	990010424230206441	HT002820130	
mapping	990014583980206441	HT003811009	
mapping	990111246550206441	BT000078102	
mapping	990172924850206441	HT015777965	
mapping	990076474740206441	HT001516628	
mapping	990000279830206441	HT000032386	
mapping	990016452370206441	HT004216301	
mapping	990068827960206441	HT007381292	
mapping	99373268249906441	HT030587175	
mapping	99371708193206441	HT021564637	
mapping	99374077161806441	HT030759593	
mapping	990053583700206441	HT007588481	
mapping	990053067860206441	HT003390934	
mapping	990060506020206441	HT001161198	
mapping	990119360480206441	HT013613350	
mapping	990058823270206441	HT000939274	
mapping	990052594170206441	HT001234529	
mapping	990118766770206441	HT013553276	
mapping	990171765110206441	HT015733691	
mapping	990069649080206441	HT007926302	
mapping	990063798260206441	HT003675934	
mapping	990052588220206441	HT001233833	
mapping	990070637420206441	HT008512421	
mapping	990187598940206441	HT016870134	
mapping	990111006810206441	BT000054108	
mapping	990048310680206441	HT002122124	
mapping	990023451100206441	HT006213750	
mapping	990226020280206441	HT019794307	
mapping	99371026901106441	HT021124615	
mapping	990076474670206441	HT001516621	
mapping	990179150560206441	HT016297828	
mapping	990181239820206441	HT016430324	
mapping	990187571590206441	HT016867434	
mapping	990211754530206441	HT019004616	
mapping	99371157752206441	HT021214547	
mapping	990211663050206441	HT018995429	
mapping	990115559750206441	HT013230543	
mapping	990171894970206441	HT015746836	
mapping	990047722730206441	HT001314892	
mapping	990170612060206441	HT015617794	
mapping	990183296320206441	HT016627887	
mapping	990171409330206441	HT015697954	
mapping	990054315480206441	HT003264526	648020-2
mapping	990074391360206441	HT010668283	
mapping	99373806360906441	HT030698886	
mapping	990112098190206441	BT000163815	
mapping	990061594380206441	HT002447479	
mapping	990076275100206441	HT001475968	
mapping	990076474760206441	HT001516630	
mapping	990055865390206441	HT007034426	1022056-2
mapping	990057517390206441	HT002881732	
mapping	990091411170206441	HT002061692	
mapping	990083295160206441	HT006183713	
mapping	990076375430206441	HT001496634	
mapping	990151407570206441	HT014761762	
mapping	990078283530206441	HT002107988	
mapping	990052694810206441	HT001246908	
mapping	990174012190206441	HT015884891	
mapping	990077669410206441	HT001863834	
mapping	990164717490206441	HT015429245	
mapping	990101533930206441	HT011235800	
mapping	990024910290206441	HT006525331	
mapping	990060517760206441	HT001162688	
mapping	990057398690206441	HT001032095	
mapping	990057382640206441	HT000962243	
mapping	990118038250206441	HT013479928	
mapping	990069100350206441	HT007541206	
mapping	990087726850206441	HT009327281	
mapping	990091611830206441	HT002402421	
mapping	990054678060206441	HT006890757	41016-0
mapping	990076444360206441	HT001509081	
mapping	990110851270206441	BT000038543	
mapping	990007110520206441	HT000808808	
mapping	990054478380206441	HT005064530	240089-3
mapping	990197218400206441	HT017683429	
mapping	99370768575206441	HT020917610	
mapping	990208433240206441	HT018684068	
mapping	990091550610206441	HT002371577	
mapping	990092584600206441	HT008006268	
mapping	990059011260206441	HT000966498	
mapping	990082969900206441	HT006008221	
mapping	990110629600206441	BT000015699	
mapping	990111842530206441	BT000137891	
mapping	990094606410206441	HT001986523	
mapping	990110784380206441	BT000031793	
mapping	990026828750206441	HT007088619	
mapping	990057774760206441	HT005024210	
mapping	990054502660206441	HT005069387	630650-0
mapping	990060305090206441	HT001136159	
mapping	990197022270206441	HT017664297	2719033-X
mapping	990132924850206441	HT014161686	
mapping	990121207810206441	HT013800314	
mapping	990011827820206441	HT003201216	
mapping	990119716600206441	HT013649442	
mapping	990009179650206441	HT002653632	
mapping	990057517490206441	HT002881884	
mapping	990095339740206441	HT002997400	
mapping	99375093230506441	HT030905082	
mapping	990111341010206441	BT000087553	
mapping	990067905050206441	HT006635783	
mapping	990031788780206441	HT008092201	
mapping	990175807850206441	HT016001731	
mapping	990172984520206441	HT015784018	
mapping	990078049840206441	HT002017769	
mapping	990154022530206441	HT014814244	
mapping	990058381580206441	HT000854396	
mapping	990057386880206441	HT000978916	
mapping	990111838600206441	BT000137490	
mapping	990225972120206441	HT019789490	
mapping	990053233580206441	HT004386098	
mapping	990092405320206441	HT006738402	
mapping	990101481800206441	HT011209966	
mapping	990173236810206441	HT015807988	
mapping	990125129120206441	HT013965518	
mapping	990082615630206441	HT005876369	
mapping	990057426240206441	HT001191004	
mapping	990080750980206441	HT004199629	
mapping	990080156040206441	HT003698295	
mapping	990176455330206441	HT016041179	
mapping	990092165600206441	HT004944705	
mapping	990178698060206441	HT016252307	
mapping	990048200650206441	HT001401127	
mapping	990057398730206441	HT001032101	
mapping	990091338800206441	HT002040500	
mapping	990155802980206441	HT014988660	
mapping	990080154280206441	HT003696982	
mapping	990111405240206441	BT000093985	
mapping	990118500300206441	HT013526270	
mapping	990212673420206441	HT019038126	
mapping	990063141590206441	HT003297151	
mapping	990057965500206441	HT006812042	
mapping	990137485550206441	TT000944894	
mapping	990054099920206441	HT001392452	212016-1
mapping	990135832520206441	HT014366871	
mapping	990219788510206441	HT019474053	
mapping	990004885220206441	HT000557276	
mapping	990079290750206441	HT003031782	
mapping	990111696160206441	BT000123119	
mapping	990184497670206441	HT016744118	
mapping	990205440280206441	HT018408723	
mapping	990124561630206441	HT013908115	
mapping	990110815000206441	BT000034882	
mapping	990110986470206441	BT000052071	
mapping	990118984610206441	HT013575310	
mapping	990052868260206441	HT001266790	
mapping	990143376920206441	HT014606257	2215581-8
mapping	990108951380206441	HT012742675	
mapping	990111280160206441	BT000081467	
mapping	990113877210206441	HT013060983	
mapping	990191233370206441	HT017215494	
mapping	990112212420206441	BT000175360	
mapping	990119697750206441	HT013647531	
mapping	990126148570206441	HT014002384	
mapping	990226017510206441	HT019794015	
mapping	990228858940206441	HT020077273	
mapping	990154540500206441	HT014865582	
mapping	990154830950206441	HT014895013	
mapping	99371290032506441	HT021319744	
mapping	990110826750206441	BT000036073	
mapping	990111364530206441	BT000089910	
mapping	990184692990206441	HT016763594	
mapping	990188236950206441	HT016932569	
mapping	990217801120206441	HT019278781	
mapping	990060799880206441	HT001196735	
mapping	990060305140206441	HT001136165	
mapping	990115505430206441	HT013225074	
mapping	990164154990206441	HT015392908	
mapping	990047187510206441	HT011093705	
mapping	990111007980206441	BT000054225	
mapping	990111405310206441	BT000093992	
mapping	990111694560206441	BT000122959	
mapping	990111959310206441	BT000149742	
mapping	990167274730206441	HT015598278	
mapping	990187224420206441	HT016833460	
mapping	990013849790206441	HT003655100	
mapping	99372477766406441	HT030016357	
mapping	990060250580206441	HT001129171	
mapping	990110641030206441	BT000016931	
mapping	990111076720206441	BT000061101	
mapping	990111835520206441	BT000137176	
mapping	990112082980206441	BT000162274	
mapping	990077884360206441	HT001953760	
mapping	99370935950106441	HT021026085	
mapping	990053220500206441	HT004304923	
mapping	990214603340206441	HT019197984	
mapping	990228564620206441	HT020047850	
mapping	990078285450206441	HT002108449	
mapping	990081901030206441	HT005571242	
mapping	990205511210206441	HT018415652	
mapping	990179442160206441	HT016308347	
mapping	990136150490206441	HT014399072	
mapping	990156181270206441	HT015026935	
mapping	990176995460206441	HT016094256	
mapping	990052572000206441	HT001231913	
mapping	990179375650206441	HT016301649	
mapping	990084728860206441	HT007624630	
mapping	990367205180206441	HT020527534	
mapping	990008940960206441	HT002619043	
mapping	990111059770206441	BT000059405	
mapping	990111944880206441	BT000148277	
mapping	99371151047906441	HT021214445	
mapping	990048646340206441	HT003085886	
mapping	990049312970206441	HT004581022	
mapping	990094893620206441	HT002319397	
mapping	990110840530206441	BT000037469	
mapping	990111713400206441	BT000124846	
mapping	990136061310206441	HT014390014	
mapping	990154741730206441	HT014885920	
mapping	990054091270206441	HT001388676	210861-6
mapping	990187223650206441	HT016833382	
mapping	990053652290206441	HT008718385	
mapping	990052575780206441	HT001232349	
mapping	990052683320206441	HT001245455	
mapping	990182690400206441	HT016568435	
mapping	990178770830206441	HT016259648	
mapping	990110784260206441	BT000031781	
mapping	990197476310206441	HT017700863	
mapping	990180374380206441	HT016343799	
mapping	990195038580206441	HT017588462	
mapping	990203266480206441	HT018205092	
mapping	990209698860206441	HT018799829	
mapping	990213462310206441	HT019084693	
mapping	99372482752606441	HT030021537	
mapping	99372478052306441	HT030020434	
mapping	990079418930206441	HT003124461	
mapping	990075181140206441	HT011145591	
mapping	990211750390206441	HT019004196	
mapping	990367195310206441	HT020526556	
mapping	990013576890206441	HT003595386	
mapping	990155120510206441	HT014919779	
mapping	990023738160206441	HT006278213	
mapping	990008259200206441	HT002533346	
mapping	990058109070206441	HT008999928	
mapping	990093940030206441	HT001834230	
mapping	990110442250206441	HT012893606	
mapping	990057382500206441	HT000962098	
mapping	990206794670206441	HT018536908	
mapping	990080918070206441	HT004321598	
mapping	990077513750206441	HT001816574	
mapping	990057517400206441	HT002881744	
mapping	990082494890206441	HT005811147	
mapping	990115926980206441	HT013267627	
mapping	990011435120206441	HT003100194	
mapping	99371156058106441	HT021213419	
mapping	99372478052006441	HT030020649	
mapping	990052862770206441	HT001266077	
mapping	990053222920206441	HT004317946	
mapping	990111959240206441	BT000149735	
mapping	990117733070206441	HT013450293	
mapping	990052582860206441	HT001233201	
mapping	990052936710206441	HT002160045	
mapping	990370529150206441	HT020859647	
mapping	990119532310206441	HT013630735	
mapping	990207736520206441	HT018615768	
mapping	990112177440206441	BT000171832	
mapping	990211371030206441	HT018966182	
mapping	990218069460206441	HT019305307	
mapping	990228655220206441	HT020056891	
mapping	990052743550206441	HT001252520	
mapping	990049076170206441	HT004159868	
mapping	990003394860206441	HT000386869	
mapping	990072461490206441	HT009580461	
mapping	990110724600206441	BT000025699	
mapping	990111076750206441	BT000061104	
mapping	990112088600206441	BT000162847	
mapping	990116811310206441	HT013357053	
mapping	990133290620206441	HT014198597	
mapping	990204813420206441	HT018349703	
mapping	990061805510206441	HT002474676	
mapping	990154830080206441	HT014894924	
mapping	990178742890206441	HT016256840	
mapping	990187544100206441	HT016864872	
mapping	990190321800206441	HT017127306	
mapping	990220151150206441	HT019508873	
mapping	990367206680206441	HT020527687	
mapping	99371972324906441	HT021777090	
mapping	990058986760206441	HT000962982	
mapping	990170611350206441	HT015617706	
mapping	990083888450206441	HT006700849	
mapping	990047673580206441	HT001231528	
mapping	990060617630206441	HT001175180	
mapping	990111006820206441	BT000054109	
