99371067169806441	HT021152317	
990203410210206441	HT018218791	
990035314840206441	HT008778869	
990035437060206441	HT008811014	
990052712950206441	HT001248978	
990049167890206441	HT004381534	
990111542950206441	BT000107769	
990121376890206441	HT013817423	
990111775700206441	BT000131114	
990048090880206441	HT001378467	
990180845120206441	HT016390730	2557176-X
990024025920206441	HT006339547	
990028738180206441	HT007487925	
990054431040206441	HT004470289	401924-6
990151597200206441	HT014780913	
990065469370206441	HT004782702	
990205060470206441	HT018372679	
990025947490206441	HT006719201	
990079155560206441	HT002949059	
990052688230206441	HT001246023	
990027200960206441	HT007161429	
990197182280206441	HT017679951	
990170498240206441	HT015607492	
990178306080206441	HT016213885	
990196747040206441	HT017637933	
990155443200206441	HT014952337	
990181885420206441	HT016490192	
990188292510206441	HT016938107	
990184639930206441	HT016758281	
990047169710206441	HT011089559	
990177579720206441	HT016147220	
990154036170206441	HT014815624	
990173100900206441	HT015794455	
990048438890206441	HT002213386	
990157260370206441	HT015104617	
990184375440206441	HT016731867	
990193318300206441	HT017420364	
990155366330206441	HT014944619	
990190283690206441	HT017123509	
990154746500206441	HT014886406	
990182912340206441	HT016590159	
990051902210206441	HT010246343	
990177571940206441	HT016146424	
99374607363106441	HT030846786	
990151461210206441	HT014767182	
990034680060206441	HT008660789	
990189287780206441	HT017026913	
990189931070206441	HT017088845	
990193335040206441	HT017422049	
990197077400206441	HT017669721	
990177365310206441	HT016130790	
990164992000206441	HT015457008	
990190307660206441	HT017125903	
990177214390206441	HT016115474	
990182245890206441	HT016525445	
990189287490206441	HT017026884	
990196982930206441	HT017660571	
990154768790206441	HT014888678	
990155098590206441	HT014917561	
990153677020206441	TT002222114	
990164914840206441	HT015449213	
990170633400206441	HT015619936	
990154862620206441	HT014898226	
990156133150206441	HT015022048	
990154859770206441	HT014897938	
990164499340206441	HT015407211	
990173919850206441	HT015876009	
990160194280206441	HT015312707	
990052696500206441	HT001247108	
990052702360206441	HT001247778	
990174003860206441	HT015884050	
990175956000206441	HT016016208	
990173919090206441	HT015875941	
990160560020206441	HT015349161	
990048989140206441	HT003959986	
990052676320206441	HT001244658	
990041979680206441	HT010059248	
990038708480206441	HT009448889	
990052800590206441	HT001259041	
990042170130206441	HT010111060	
990049411490206441	HT004968246	
990192167640206441	HT017307045	2670260-5
990052676420206441	HT001244671	
990085406140206441	HT008018557	
990154133070206441	HT014825409	
990034655800206441	HT008656982	
990163881360206441	HT015365205	
990139603950206441	HT014516698	
990050046530206441	HT007168964	
990024562020206441	HT006450953	
990024607500206441	HT006460503	
990204062700206441	HT018278980	2772699-X
990046800350206441	HT011017894	
990130289020206441	TT000613528	
990099103550206441	HT006048548	
990155626510206441	HT014970859	2266216-9
990035518250206441	HT008826004	
990008586390206441	HT002576220	
990110703800206441	BT000023561	
99371151708106441	HT021210540	
990154132830206441	HT014825384	
990052687310206441	HT001245910	
990003764130206441	HT000429374	
990051724840206441	HT009998529	
990048756950206441	HT003394813	
990027862480206441	HT007303422	
990098204060206441	HT005888527	
990136242430206441	HT014408488	
990099932900206441	HT006635253	
99373071571506441	HT030365422	
990116030260206441	HT013278070	
990023614430206441	HT006251499	
990028766600206441	HT007494544	
990021133360206441	HT005183360	
990041790910206441	HT010030928	
990133948420206441	HT014265150	
990094482240206441	HT001962290	
990052869110206441	HT001266917	
990048105290206441	HT001381151	
99370934832306441	HT021024818	
990169967230206441	TT002731472	
990023935720206441	HT006320781	
990170301900206441	TT002764920	
990096916160206441	HT005671547	
990052788750206441	HT001257682	
990096916200206441	HT005671551	
990169967280206441	TT002731477	
990042128600206441	HT010104924	
990094482180206441	HT001962284	
990169967060206441	TT002731455	
990054554140206441	HT005078382	6618-7
990051092410206441	HT009018736	
990170301740206441	TT002764904	
990024075920206441	HT006350243	
990137646020206441	TT000960935	
990035514680206441	HT008825463	
990052764110206441	HT001254976	
990047739120206441	HT001317381	
990110754450206441	BT000028750	
990003721380206441	HT000424579	
990035101600206441	HT008746788	
990050671410206441	HT008358685	
990110588740206441	BT000011425	
990024428100206441	HT006423780	
99373031649706441	HT030352199	
990023819680206441	HT006296024	
990051824950206441	HT010138327	
990040368050206441	HT009766862	
